# Imp On TrackName         Name                TrackRefs       TrackRefsLatex                        Notes from-Members width_phi2 width_phi2_Ref width_pm_phi1_cosphi2 width_pm_phi1_cosphi2_Ref width_pm_phi2 width_pm_phi2_Ref total_v_sigma total_v_sigma_Ref Lv_stream L_Ref     width_comment
  po  1  PS1-C-B16         PS1-C               bernard2016     Bernard2016                           -     0            0.1        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  po  1  PS1-D-B16         PS1-D               bernard2016     Bernard2016                           -     0            0.4        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  po  1  PS1-E-B16         PS1-E               bernard2016     Bernard2016                           -     0            0.3        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  ep  1  Ravi-S18          Ravi                shipp2018       Shipp2018,Shipp2019                   -     0            0.7        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Sagittarius-A20   Sagittarius         antoja2020      Antoja2020,Ramos2020                  -     0            6.0        from-Members   0.65                  from-Members              0.53          from-Members      0.84          from-Members      0.0       --------  apparent
  po  1  Sangarius-G17     Sangarius           grillmair2017   Grillmair2017                         -     0            0.4        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  po  1  Scamander-G17     Scamander           grillmair2017   Grillmair2017                         -     0            0.4        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  SGP-S-Y22         SGP-S               yang2022        Yang2022                              -     0            0.6        Yang2022       -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Slidr-I21         Slidr               ibata2021       Ibata2021                             -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  Spectre-C22       Spectre             chandra2022     Chandra2022                           -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  ep  1  Styx-G09          Styx                grillmair2009   Grillmair2009                         -     0            1.4        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Svol-I21          Svol                ibata2021       Ibata2021                             -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  Sylgr-I21         Sylgr               ibata2021       Ibata2021                             -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  st  1  Tri-Pis-B12       Tri-Pis             bonaca2012      Bonaca2012,Martin2013                 -     0            0.2        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  TucanaIII-S19     TucanaIII           shipp2019       Shipp2019,Shipp2018,Li2018            -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  ep  1  Turbio-S18        Turbio              shipp2018       Shipp2018,Shipp2019                   -     0            0.2        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Turranburra-S19   Turranburra         shipp2019       Shipp2019,Shipp2018                   -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
  ep  1  Wambelong-S18     Wambelong           shipp2018       Shipp2018,Shipp2019                   -     0            0.4        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  ep  1  Willka_Yaku-S18   Willka_Yaku         shipp2018       Shipp2018,Shipp2019                   -     0            0.2        Riley2020      -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Yangtze-Y23       Yangtze             yang2023        Yang2023a                             -     0            1.9        Yang2023       -9.0                  -----------               -9.0          ------------      -9.0          -----------       0.0       --------  apparent
  st  1  Ylgr-I21          Ylgr                ibata2021       Ibata2021                             -     1            -1.0       from-Members   -1.0                  from-Members              -1.0          from-Members      -1.0          from-Members      0.0       --------  apparent
